focal,comparator,n_paired,wins,losses,ties,mean_focal,mean_comparator,delta_pp,ci_low_pp,ci_high_pp,wilcoxon_p
semantic_ir,test_only,120,14,4,102,0.8688492063492064,0.7914186507936508,7.743055555555555,2.256944444444444,13.645833333333332,0.0182342529296875
semantic_ir,test_expected,120,14,4,102,0.8688492063492064,0.7889880952380952,7.986111111111116,2.1527777777777777,13.958333333333334,0.02684783935546875
