task_id,mode,conf,overlap_density_tier
HardSynthetic.HardCase095,A1,0.875,high
HardSynthetic.HardCase110,A1,0.875,medium
HardSynthetic.HardCase115,A1,0.875,low
HardSynthetic.HardCase112,A1,0.875,high
HardSynthetic.HardCase104,A1,0.875,medium
HardSynthetic.HardCase106,A1,0.9583333333333334,low
HardSynthetic.HardCase109,A1,0.875,medium
HardSynthetic.HardCase113,A1,0.875,high
HardSynthetic.HardCase105,A1,0.8571428571428571,high
HardSynthetic.HardCase116,A1,0.875,high
HardSynthetic.HardCase122,A1,0.0,low
HardSynthetic.HardCase117,A1,0.875,high
HardSynthetic.HardCase002,A2,0.0,medium
HardSynthetic.HardCase123,A1,0.875,medium
HardSynthetic.HardCase111,A1,0.9583333333333334,low
HardSynthetic.HardCase124,A1,0.875,low
HardSynthetic.HardCase108,A1,0.875,high
HardSynthetic.HardCase005,A2,0.875,medium
HardSynthetic.HardCase004,A2,0.9583333333333334,low
HardSynthetic.HardCase007,A2,0.0,medium
HardSynthetic.HardCase001,A2,0.875,high
HardSynthetic.HardCase120,A1,0.875,low
HardSynthetic.HardCase006,A2,0.875,high
HardSynthetic.HardCase009,A2,0.0,high
HardSynthetic.HardCase121,A1,0.875,high
HardSynthetic.HardCase125,A1,0.8571428571428571,low
HardSynthetic.HardCase003,A2,0.875,high
HardSynthetic.HardCase010,A2,0.9583333333333334,low
HardSynthetic.HardCase014,A2,0.875,low
HardSynthetic.HardCase013,A2,0.9583333333333334,low
HardSynthetic.HardCase018,A2,0.0,medium
HardSynthetic.HardCase015,A2,0.875,high
HardSynthetic.HardCase118,A1,0.9583333333333334,low
HardSynthetic.HardCase012,A2,0.875,high
HardSynthetic.HardCase008,A2,0.875,medium
HardSynthetic.HardCase020,A2,0.875,medium
HardSynthetic.HardCase019,A2,0.875,high
HardSynthetic.HardCase017,A2,0.0,low
HardSynthetic.HardCase022,A2,0.875,low
HardSynthetic.HardCase025,A2,0.0,low
HardSynthetic.HardCase023,A2,0.875,high
HardSynthetic.HardCase024,A2,0.875,high
HardSynthetic.HardCase029,A2,1.0,low
HardSynthetic.HardCase016,A2,0.875,medium
HardSynthetic.HardCase027,A2,0.875,medium
HardSynthetic.HardCase011,A2,0.875,high
HardSynthetic.HardCase030,A2,0.875,high
HardSynthetic.HardCase028,A2,0.875,low
HardSynthetic.HardCase033,A2,0.875,low
HardSynthetic.HardCase036,A2,0.875,high
HardSynthetic.HardCase021,A2,0.875,medium
HardSynthetic.HardCase026,A2,0.875,medium
HardSynthetic.HardCase037,A2,0.9583333333333334,low
HardSynthetic.HardCase040,A2,0.875,low
HardSynthetic.HardCase038,A2,0.875,high
HardSynthetic.HardCase032,A2,0.9583333333333334,low
HardSynthetic.HardCase035,A2,0.875,low
HardSynthetic.HardCase044,A2,0.875,low
HardSynthetic.HardCase045,A2,0.875,low
HardSynthetic.HardCase034,A2,0.9583333333333334,low
HardSynthetic.HardCase042,A2,0.875,high
HardSynthetic.HardCase047,A2,0.9583333333333334,low
HardSynthetic.HardCase041,A2,0.875,medium
HardSynthetic.HardCase048,A2,0.875,low
HardSynthetic.HardCase049,A2,1.0,low
HardSynthetic.HardCase050,A2,0.875,high
HardSynthetic.HardCase052,A2,0.875,medium
HardSynthetic.HardCase053,A2,0.875,high
HardSynthetic.HardCase056,A2,0.875,low
HardSynthetic.HardCase055,A2,0.875,low
HardSynthetic.HardCase054,A2,0.875,medium
HardSynthetic.HardCase039,A2,0.875,high
HardSynthetic.HardCase057,A2,0.875,high
HardSynthetic.HardCase046,A2,0.875,low
HardSynthetic.HardCase043,A2,0.875,medium
HardSynthetic.HardCase062,A2,0.875,low
HardSynthetic.HardCase059,A2,0.9583333333333334,low
HardSynthetic.HardCase063,A2,0.9583333333333334,low
HardSynthetic.HardCase065,A2,0.875,high
HardSynthetic.HardCase067,A2,0.875,medium
HardSynthetic.HardCase061,A2,0.875,high
HardSynthetic.HardCase060,A2,0.875,medium
HardSynthetic.HardCase068,A2,0.875,medium
HardSynthetic.HardCase058,A2,0.875,low
HardSynthetic.HardCase051,A2,0.875,low
HardSynthetic.HardCase070,A2,0.8571428571428571,high
HardSynthetic.HardCase071,A2,0.875,medium
HardSynthetic.HardCase074,A2,1.0,low
HardSynthetic.HardCase073,A2,0.0,low
HardSynthetic.HardCase069,A2,0.875,medium
HardSynthetic.HardCase064,A2,0.875,medium
HardSynthetic.HardCase078,A2,0.875,low
HardSynthetic.HardCase075,A2,0.875,high
HardSynthetic.HardCase082,A2,0.875,low
HardSynthetic.HardCase080,A2,0.875,low
HardSynthetic.HardCase076,A2,1.0,low
HardSynthetic.HardCase066,A2,0.875,medium
HardSynthetic.HardCase079,A2,0.875,medium
HardSynthetic.HardCase083,A2,0.875,high
HardSynthetic.HardCase077,A2,0.875,medium
HardSynthetic.HardCase088,A2,1.0,low
HardSynthetic.HardCase086,A2,0.875,high
HardSynthetic.HardCase091,A2,0.9583333333333334,low
HardSynthetic.HardCase092,A2,0.875,high
HardSynthetic.HardCase087,A2,0.875,medium
HardSynthetic.HardCase072,A2,0.875,medium
HardSynthetic.HardCase089,A2,0.875,low
HardSynthetic.HardCase081,A2,0.0,high
HardSynthetic.HardCase085,A2,0.875,medium
HardSynthetic.HardCase095,A2,0.875,high
HardSynthetic.HardCase099,A2,0.875,high
HardSynthetic.HardCase084,A2,0.875,medium
HardSynthetic.HardCase090,A2,0.875,medium
HardSynthetic.HardCase101,A2,0.8571428571428571,high
HardSynthetic.HardCase094,A2,0.9583333333333334,low
HardSynthetic.HardCase096,A2,0.875,medium
HardSynthetic.HardCase107,A2,1.0,low
HardSynthetic.HardCase104,A2,0.875,medium
HardSynthetic.HardCase106,A2,0.0,low
HardSynthetic.HardCase103,A2,0.875,low
HardSynthetic.HardCase098,A2,0.9583333333333334,low
HardSynthetic.HardCase110,A2,0.0,medium
HardSynthetic.HardCase112,A2,0.875,high
HardSynthetic.HardCase113,A2,0.875,high
HardSynthetic.HardCase117,A2,0.875,high
HardSynthetic.HardCase118,A2,0.9583333333333334,low
HardSynthetic.HardCase097,A2,0.875,high
HardSynthetic.HardCase111,A2,0.0,low
HardSynthetic.HardCase120,A2,0.875,low
HardSynthetic.HardCase105,A2,0.8571428571428571,high
HardSynthetic.HardCase121,A2,0.875,high
HardSynthetic.HardCase123,A2,0.875,medium
HardSynthetic.HardCase001,A3,0.875,high
HardSynthetic.HardCase002,A3,0.875,medium
HardSynthetic.HardCase124,A2,0.875,low
HardSynthetic.HardCase003,A3,0.875,high
HardSynthetic.HardCase125,A2,0.8571428571428571,low
HardSynthetic.HardCase004,A3,0.9583333333333334,low
HardSynthetic.HardCase005,A3,0.875,medium
HardSynthetic.HardCase006,A3,0.875,high
HardSynthetic.HardCase007,A3,0.875,medium
HardSynthetic.HardCase009,A3,0.875,high
HardSynthetic.HardCase008,A3,0.875,medium
HardSynthetic.HardCase010,A3,0.9583333333333334,low
HardSynthetic.HardCase011,A3,0.875,high
HardSynthetic.HardCase012,A3,0.875,high
HardSynthetic.HardCase013,A3,0.9583333333333334,low
HardSynthetic.HardCase014,A3,0.875,low
HardSynthetic.HardCase015,A3,0.875,high
HardSynthetic.HardCase016,A3,0.875,medium
HardSynthetic.HardCase017,A3,0.875,low
HardSynthetic.HardCase018,A3,0.875,medium
HardSynthetic.HardCase021,A3,0.875,medium
HardSynthetic.HardCase108,A2,0.875,high
HardSynthetic.HardCase022,A3,0.875,low
HardSynthetic.HardCase020,A3,0.875,medium
HardSynthetic.HardCase023,A3,0.875,high
HardSynthetic.HardCase026,A3,0.0,medium
HardSynthetic.HardCase109,A2,0.0,medium
HardSynthetic.HardCase027,A3,0.875,medium
HardSynthetic.HardCase100,A2,0.875,high
HardSynthetic.HardCase025,A3,0.9583333333333334,low
HardSynthetic.HardCase029,A3,1.0,low
HardSynthetic.HardCase030,A3,0.875,high
HardSynthetic.HardCase032,A3,0.9583333333333334,low
HardSynthetic.HardCase036,A3,0.0,high
HardSynthetic.HardCase033,A3,0.875,low
HardSynthetic.HardCase034,A3,0.9583333333333334,low
HardSynthetic.HardCase035,A3,0.875,low
HardSynthetic.HardCase040,A3,0.0,low
HardSynthetic.HardCase019,A3,0.875,high
HardSynthetic.HardCase037,A3,0.9583333333333334,low
HardSynthetic.HardCase038,A3,0.875,high
HardSynthetic.HardCase039,A3,0.875,high
HardSynthetic.HardCase044,A3,0.0,low
HardSynthetic.HardCase042,A3,0.875,high
HardSynthetic.HardCase043,A3,0.875,medium
HardSynthetic.HardCase045,A3,0.875,low
HardSynthetic.HardCase049,A3,0.0,low
HardSynthetic.HardCase046,A3,0.875,low
HardSynthetic.HardCase047,A3,0.9583333333333334,low
HardSynthetic.HardCase024,A3,0.875,high
HardSynthetic.HardCase115,A2,0.875,low
HardSynthetic.HardCase048,A3,0.875,low
HardSynthetic.HardCase054,A3,0.0,medium
HardSynthetic.HardCase052,A3,0.875,medium
HardSynthetic.HardCase053,A3,0.875,high
HardSynthetic.HardCase055,A3,0.875,low
HardSynthetic.HardCase056,A3,0.875,low
HardSynthetic.HardCase116,A2,0.875,high
HardSynthetic.HardCase059,A3,0.9583333333333334,low
HardSynthetic.HardCase058,A3,0.875,low
HardSynthetic.HardCase057,A3,0.875,high
HardSynthetic.HardCase061,A3,0.875,high
HardSynthetic.HardCase065,A3,0.0,high
HardSynthetic.HardCase062,A3,0.875,low
HardSynthetic.HardCase063,A3,0.9583333333333334,low
HardSynthetic.HardCase064,A3,0.875,medium
HardSynthetic.HardCase066,A3,0.875,medium
HardSynthetic.HardCase041,A3,0.875,medium
HardSynthetic.HardCase068,A3,0.875,medium
HardSynthetic.HardCase067,A3,0.875,medium
HardSynthetic.HardCase069,A3,0.875,medium
HardSynthetic.HardCase071,A3,0.875,medium
HardSynthetic.HardCase072,A3,0.875,medium
HardSynthetic.HardCase073,A3,0.875,low
HardSynthetic.HardCase074,A3,1.0,low
HardSynthetic.HardCase050,A3,0.875,high
HardSynthetic.HardCase051,A3,0.875,low
HardSynthetic.HardCase075,A3,0.875,high
HardSynthetic.HardCase077,A3,0.875,medium
HardSynthetic.HardCase076,A3,1.0,low
HardSynthetic.HardCase080,A3,0.875,low
HardSynthetic.HardCase028,A3,0.875,low
HardSynthetic.HardCase081,A3,0.875,high
HardSynthetic.HardCase082,A3,0.875,low
HardSynthetic.HardCase083,A3,0.875,high
HardSynthetic.HardCase085,A3,0.875,medium
HardSynthetic.HardCase087,A3,0.875,medium
HardSynthetic.HardCase086,A3,0.875,high
HardSynthetic.HardCase088,A3,1.0,low
HardSynthetic.HardCase092,A3,0.0,high
HardSynthetic.HardCase089,A3,0.875,low
HardSynthetic.HardCase122,A2,0.9583333333333334,low
HardSynthetic.HardCase091,A3,0.9583333333333334,low
HardSynthetic.HardCase094,A3,0.9583333333333334,low
HardSynthetic.HardCase095,A3,0.875,high
HardSynthetic.HardCase070,A3,0.8571428571428571,high
HardSynthetic.HardCase097,A3,0.875,high
HardSynthetic.HardCase101,A3,0.8571428571428571,high
HardSynthetic.HardCase078,A3,0.875,low
HardSynthetic.HardCase079,A3,0.875,medium
HardSynthetic.HardCase098,A3,0.9583333333333334,low
HardSynthetic.HardCase099,A3,0.875,high
HardSynthetic.HardCase100,A3,0.875,high
HardSynthetic.HardCase060,A3,0.875,medium
HardSynthetic.HardCase105,A3,0.8571428571428571,high
HardSynthetic.HardCase106,A3,0.9583333333333334,low
HardSynthetic.HardCase108,A3,0.875,high
HardSynthetic.HardCase109,A3,0.875,medium
HardSynthetic.HardCase107,A3,0.75,low
HardSynthetic.HardCase113,A3,0.0,high
HardSynthetic.HardCase110,A3,0.875,medium
HardSynthetic.HardCase111,A3,0.9583333333333334,low
HardSynthetic.HardCase112,A3,0.875,high
HardSynthetic.HardCase115,A3,0.875,low
HardSynthetic.HardCase116,A3,0.875,high
HardSynthetic.HardCase118,A3,0.9583333333333334,low
HardSynthetic.HardCase096,A3,0.875,medium
HardSynthetic.HardCase122,A3,0.9583333333333334,low
HardSynthetic.HardCase121,A3,0.875,high
HardSynthetic.HardCase120,A3,0.875,low
HardSynthetic.HardCase123,A3,0.875,medium
HardSynthetic.HardCase124,A3,0.875,low
HardSynthetic.HardCase125,A3,0.8571428571428571,low
HardSynthetic.HardCase103,A3,0.875,low
HardSynthetic.HardCase084,A3,0.875,medium
HardSynthetic.HardCase104,A3,0.875,medium
HardSynthetic.HardCase090,A3,0.875,medium
HardSynthetic.HardCase117,A3,0.875,high
