mode,n,success_rate,strict_conformance,latency_ms
B1,22,0.6363636363636364,0.8984848484848484,2018.1039045462305
B2,22,0.6363636363636364,0.8984848484848484,4171.4230590908055
M,22,0.5909090909090909,0.8189393939393939,5103.418340908154
